document_id,time,person,organization,statement_id,Column1,summary,Policy Means,Policy Ends,SubTopics,Type of Belief,text,Column2,Column3,agreement,start_position,stop_position,document_section,document_type,coder,document_author,document_source,concept
275,27/5/2023 2:00,Ruud Sep,Ruud Sep,314,,,,***,,,"All research must be completed well before the end of the year. If that deadline is not met, the permit application will fall under the new Environmental Act, which will in any case cause a lot of delays. If everything goes according to plan, the permit should be ready 'around the summer of 2024'.",,,1,1242,1540,,,1,,LeidschDagblad,
277,30/1/2016 1:00,David Hamers,Netherlands Environmental Assessment Agency,315,,,,***,,," “Sound is a national standard. With air quality - nitrogen oxides and particulate matter - we must comply with European standards. The matter is complicated, but from 2018 various rules will be included in one Environmental Act.”",,,1,5473,5703,,,1,,LeidschDagblad,
279,4/2/2016 1:00,Social and Cultural Planning Office,Social and Cultural Planning Office,316,,,,***,,,"The government should not only hope that all Dutch people can participate in decisions about their living environment, but also actually help them in this. This is what the Social and Cultural Planning Office (SCP) states in an essay about the new 'Environmental Act', which must come into effect from 2018.",,,1,363,670,,,1,,NRCNEXT,
279,4/2/2016 1:00,Social and Cultural Planning Office,Social and Cultural Planning Office,317,,,,***,,,"There is also no guarantee that all information about spatial plans is always available, for example due to the ""erosion"" of local journalism. ""The government must ensure the presence of a critical press."" Not all citizens are equally well equipped to submit plans or participate in discussions about them;",,,1,1007,1313,,,1,,NRCNEXT,
281,2/11/2023 1:00,Abdelhaq Jermoumi,Municipality of Leiden,318,,,,***,,,"That needs to change, says PvdA councilor Abdelhaq Jermoumi, who has now come up with a new set of rules. ""Just informing those involved is no longer possible.""
Jermoumi calls his Guide to Cooperation in the City a toolbox to improve voice and participation. It is not only about the proposals previously made by Platform 31, but the upcoming Environmental Act also forces municipalities to inform their residents properly, with an open mind, and without secrets.",,,1,595,1058,,,1,,LeidschDagblad,
281,2/11/2023 1:00,Abdelhaq Jermoumi,Municipality of Leiden,319,,,,***,,,"According to Jermoumi, mutual respect is one of the corollaries that desperately needs improvement, as well as a level playing field in terms of (pre)information. “We are also learning.”
What Jermoumi also hopes to prevent with his new design is that the same local residents always show up for participation projects. He also wants to specifically target Leiden residents who have often been absent in the recent past, such as students, fellow citizens with a migration background, young people, entrepreneurs and expats. “Because they are also part of the city.",,,1,1666,2229,,,1,,LeidschDagblad,
282,13/5/2023 2:00,Wageningen University,Wageningen University,320,,,,***,,,"People have been avoiding the hot mess of the nitrogen dossier for four years. There is no end in sight yet. Last week it was announced that the cabinet wants to introduce the new Environmental Act with effect from January 1, 2024. This means, among other things, that inevitable expropriations of agricultural land will not take two years, as now, but four years! This again stands in the way of a quick solution to the nitrogen problem. In the cabinet, one hand/tribe does not seem to know what the other is doing",,,1,1510,2025,,,1,,FrieschDagblad,
285,2/1/2024 1:00,Rene Vrugt,Ministry of Infrastructure and Water Management,321,,,,***,,,"The intention is to lay down the new spatial policy legally and administratively, as in the new Environmental Act, says director Vrugt. ""That is of course a process that you cannot complete in a day."" It is then clear where construction is no longer allowed; where it is, remains a local decision.",,,1,8666,8963,,,1,,NRC,
286,3/7/2023 2:00,Willem Westermann,VVEM (Event Management),322,,,,***,,,"According to Willem Westermann of the VVEM, this new law will again be a maze of rules that every festival organization will have to wander through.",,,1,10738,10886,,,1,,deVolkskrant,
286,3/7/2023 2:00,Willem Westermann,VVEM (Event Management),323,,,,***,,,"Municipalities will soon be able to indicate in the Environmental Act that a certain area may only be used for an event a few times a year, and that more parties per year are eligible for that option. A festival that has been in the same place for years no longer knows whether it will remain the same for the next five years. As a result, a festival will dare to make much fewer investments.'",,,1,10888,11281,,,1,,deVolkskrant,
286,3/7/2023 2:00,Willem Westermann,VVEM (Event Management),324,,,,***,,,"Westermann also sees similarities with the agricultural sector in that respect. 'The most difficult thing about all the new rules, and we agree with the farmers and fishermen, is the uncertainty. You just don't know which rules are coming your way.'",,,1,11283,11532,,,1,,deVolkskrant,
287,22/12/2021 1:00,Gerard Mostert,Municipality of Katwijk,325,,,,***,,,"""They are very late with this,"" sighs Mostert's spokeswoman. “And of course we cannot attach those contracts to the zoning plan unnoticed. We have to do a legal test first. It takes time.''
There is no such time. Mostert wants to have the zoning plan adopted by the municipal council before the elections in March, to avoid significant delays. Otherwise, he predicts, the new municipal council will need months to read up on it, and the new Environmental Act in July will probably change the rules of the game.",,,1,1794,2304,,,1,,LeidschDagblad,
288,5/11/2022 1:00,Independent Developer,Independent Developer,326,,,,***,,," A new Environmental Act should facilitate construction procedures and participation. But the introduction continues to be postponed. The implementation turns out - ironically - too complicated. A developer also complains about a shortage of civil servants. ""They just don't have the people to review all the permit applications.",,,1,5284,5613,,,1,,deVolkskrant,
289,1/5/2021 2:00,Douwe Jan Elzinga,Independent Constitutional Law Expert,327,,,,***,,,"As constitutional law expert Douwe Jan Elzinga recently noted in a lecture during the Day of the Council (read: municipal council), there is ""not yet the beginning of a thought"" in the administrative Netherlands about which government task is suitable for which level of government: ""We just do what."" And it has been that way since 1970.",,,1,865,1203,,,1,,NRC,
289,1/5/2021 2:00,Association of Dutch Municipalities,Association of Dutch Municipalities,328,,,,***,,,"The municipalities (united in the VNG) bravely took on new tasks again and again, from inspection work and welfare tasks, and from the implementation of social laws and climate policy to the establishment of a 'multiple democracy'. They are currently also preparing for the entry into force of the Environmental Act on January 1, 2022 - a complex and controversial operation.",,,1,1744,2119,,,1,,NRC,
289,1/5/2021 2:00,Council of State,Council of State,329,,,,***,,,"In a concise review at the request of the minister and the so-called decentralized umbrella organizations (VNG, Interprovincial Consultation and Union of Water Boards), the Council of State writes bluntly that there are ""structural tensions and associated management problems"" in public administration.",,,1,3016,3318,,,1,,NRC,
289,1/5/2021 2:00,Council of State,Council of State,330,,,,***,,,"The advisory body therefore believes that no new decentralizations should be implemented in the coming cabinet period, that the problem of insufficient democratic legitimacy at a regional level is urgent, and that the Minister of the Interior and Kingdom Relations, equipped with new powers, ""should concentrate on public administration, democracy, the rule of law and the constitution"".",,,1,3477,3864,,,1,,NRC,
289,1/5/2021 2:00,Council of State,Council of State,331,,,,***,,,"But some other points from the Council of State's memorandum are open to dispute. Such as the view that various municipalities are too small. Rather, the excessive supra-local collaboration reveals something else: that it was often not logical or responsible for municipalities to take on extra tasks.",,,1,3888,4189,,,1,,NRC,
289,1/5/2021 2:00,Annemarie Kok,University of Groningen,332,,,,***,,,"'Local customization' is therefore a misleading concept that is used by the government to avoid responsibility for decent legislation and implementation, and that gives municipalities an attractive aura of importance and people-oriented, but in practice they have to pay for this by suppressing their basic political tasks and damage to their democratic character. And in the meantime, residents in need of help are encouraged to become more self-reliant in quasi-empathetic 'kitchen table conversations'.",,,1,5533,6038,,,1,,NRC,
289,1/5/2021 2:00,Annemarie Kok,Association of Dutch Municipalities,333,,,,***,,,"Moreover, a more complex society benefits more from keeping political structures clear than from making the government incredibly complicated. That is why I advocate a reorganization of activities, with renewed attention to legal certainty and legal equality on the one hand, and with a sharper eye for personal circumstances and local differences on the other.",,,1,6039,6400,,,1,,NRC,
289,1/5/2021 2:00,Annemarie Kok,University of Groningen,334,,,,***,,,"the current administrative malaise did not arise because certain municipalities are too small, as the Council of State states, but mainly because too many tasks were assigned to the municipalities. More municipal reorganizations - a suggestion from the Council - is therefore not a solution.",,,1,6822,7113,,,1,,NRC,
289,1/5/2021 2:00,Annemarie Kok,University of Groningen,335,,,,***,,,"The second way in which the Council of State wants to make municipalities more decisive and democratic is to integrate the above-mentioned thematic regions more closely. But even in the case of a smaller number of regional partnerships, municipal councils are still at a distance. Unless there are own elections for such a condensed regional layer. However, anyone who seriously wants to reduce 'administrative pressure' and prefers to avoid endless system discussions should once again look sympathetically at the constitutionally anchored province as a potentially vital part of necessary changes.",,,1,7479,8078,,,1,,NRC,
